cveID,description,cwe,publishedDate,lastModifiedDate,cvssV2_vectorString,cvssV2_accessVector,cvssV2_accessComplexity,cvssV2_authentication,cvssV2_confidentialityImpact,cvssV2_integrityImpact,cvssV2_availabilityImpact,cvssV2_baseScore,cvssV2_severity,cvssV2_exploitabilityScore,cvssV2_impactScore,cvssV2_obtainAllPrivilege,cvssV2_obtainUserPrivilege,cvssV2_obtainOtherPrivilege,cvssV2_userInteractionRequired,cvssV3_vectorString,cvssV3_attackVector,cvssV3_attackComplexity,cvssV3_confidentialityImpact,cvssV3_integrityImpact,cvssV3_availabilityImpact,cvssV3_baseScore,cvssV3_baseSeverity,cvssV3_exploitabilityScore,cvssV3_impactScore,cvssV3_privilegesRequired,cvssV3_scope,cvssV3_userInteraction,ref_cnt,vuln_sftw,vuln_sftw_cnt,vuln_sftw_vndr,vuln_vndr_cnt,vuln_sftw_type,vendorProject,product,vulnerabilityName,dateAdded,shortDescription,requiredAction,dueDate,notes,EXPLOIT_CODE_MATURITY,VPR_SCORE
CVE-2008-3431,"The VBoxDrvNtDeviceControl function in VBoxDrv.sys in Sun xVM VirtualBox before 1.6.4 uses the METHOD_NEITHER communication method for IOCTLs and does not properly validate a buffer associated with the Irp object, which allows local users to gain privileges by opening the \\.\VBoxDrv device and calling DeviceIoControl to send a crafted kernel address.",CWE-264,2008-08-05T19:41Z,2018-10-11T20:48Z,AV:L/AC:L/Au:N/C:C/I:C/A:C,LOCAL,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,3.9,10.0,True,False,False,False,,,,,,,,,,,,,,11,xvm_virtualbox,1,sun,1,a,Oracle,VirtualBox,Oracle VirtualBox Insufficient Input Validation Vulnerability,2022-03-03,An input validation vulnerability exists in the VBoxDrv.sys driver of Sun xVM VirtualBox which allows attackers to locally execute arbitrary code.,Apply updates per vendor instructions.,2022-03-24,,Functional,7.400000095
CVE-2009-0557,"Excel in Microsoft Office 2000 SP3, Office XP SP3, Office 2003 SP3, and Office 2004 and 2008 for Mac; Excel in 2007 Microsoft Office System SP1 and SP2; Open XML File Format Converter for Mac; Microsoft Office Excel Viewer 2003 SP3; Microsoft Office Excel Viewer; and Microsoft Office Compatibility Pack for Word, Excel, and PowerPoint 2007 File Formats SP1 and SP2 allow remote attackers to execute arbitrary code via a crafted Excel file with a malformed record object, aka ""Object Record Corruption Vulnerability.""",CWE-94,2009-06-10T18:30Z,2018-10-12T21:50Z,AV:N/AC:M/Au:N/C:C/I:C/A:C,NETWORK,MEDIUM,NONE,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,8.6,10.0,False,False,False,True,,,,,,,,,,,,,,7,office_excel;office_sharepoint_server;office;office_excel_viewer;open_xml_file_format_converter;office_compatibility_pack_for_word_excel_ppt_2007,6,microsoft,1,a,Microsoft,Office,Microsoft Office Object Record Corruption Vulnerability,2022-06-08,Microsoft Office contains an object record corruption vulnerability which allows remote attackers to execute code via a crafted Excel file with a malformed record object.,Apply updates per vendor instructions.,2022-06-22,,High,9.600000381
CVE-2009-0563,"Stack-based buffer overflow in Microsoft Office Word 2002 SP3, 2003 SP3, and 2007 SP1 and SP2; Microsoft Office for Mac 2004 and 2008; Open XML File Format Converter for Mac; Microsoft Office Word Viewer 2003 SP3; Microsoft Office Word Viewer; and Microsoft Office Compatibility Pack for Word, Excel, and PowerPoint 2007 File Formats SP1 and SP2 allows remote attackers to execute arbitrary code via a Word document with a crafted tag containing an invalid length field, aka ""Word Buffer Overflow Vulnerability.""",CWE-119,2009-06-10T18:00Z,2018-10-12T21:50Z,AV:N/AC:M/Au:N/C:C/I:C/A:C,NETWORK,MEDIUM,NONE,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,8.6,10.0,True,False,False,True,,,,,,,,,,,,,,9,office_word;office;office_word_viewer;open_xml_file_format_converter;office_compatibility_pack_for_word_excel_ppt_2007,5,microsoft,1,a,Microsoft,Office,Microsoft Office Buffer Overflow Vulnerability,2022-06-08,Microsoft Office contains a buffer overflow vulnerability that allows remote attackers to execute code via a Word document with a crafted tag containing an invalid length field.,Apply updates per vendor instructions.,2022-06-22,,High,9.399999619
CVE-2009-0927,"Stack-based buffer overflow in Adobe Reader and Adobe Acrobat 9 before 9.1, 8 before 8.1.3 , and 7 before 7.1.1 allows remote attackers to execute arbitrary code via a crafted argument to the getIcon method of a Collab object, a different vulnerability than CVE-2009-0658.",CWE-20,2009-03-19T10:30Z,2018-11-08T20:25Z,AV:N/AC:M/Au:N/C:C/I:C/A:C,NETWORK,MEDIUM,NONE,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,8.6,10.0,False,False,False,True,,,,,,,,,,,,,,16,acrobat_reader,1,adobe,1,a,Adobe,Reader and Acrobat,Adobe Reader and Adobe Acrobat Stack-Based Buffer Overflow Vulnerability,2022-03-25,Stack-based buffer overflow in Adobe Reader and Adobe Acrobat allows remote attackers to execute arbitrary code.,Apply updates per vendor instructions.,2022-04-15,,High,9.600000381
CVE-2009-1123,"The kernel in Microsoft Windows 2000 SP4, XP SP2 and SP3, Server 2003 SP2, Vista Gold, SP1, and SP2, and Server 2008 SP2 does not properly validate changes to unspecified kernel objects, which allows local users to gain privileges via a crafted application, aka ""Windows Kernel Desktop Vulnerability.""",CWE-20,2009-06-10T18:30Z,2019-02-26T14:04Z,AV:L/AC:L/Au:N/C:C/I:C/A:C,LOCAL,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,3.9,10.0,False,False,False,False,,,,,,,,,,,,,,7,windows_vista;windows_2000;windows_server_2003;windows_xp;windows_server_2008,5,microsoft,1,o,Microsoft,Windows,Microsoft Windows Improper Input Validation Vulnerability,2022-03-03,"The kernel in Microsoft Windows does not properly validate changes to unspecified kernel objects, which allows local users to gain privileges via a crafted application.",Apply updates per vendor instructions.,2022-03-24,,Functional,7.400000095
CVE-2009-1151,Static code injection vulnerability in setup.php in phpMyAdmin 2.11.x before 2.11.9.5 and 3.x before 3.1.3.1 allows remote attackers to inject arbitrary PHP code into a configuration file via the save action.,CWE-94,2009-03-26T14:30Z,2018-10-10T19:34Z,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10.0,6.4,False,False,False,False,,,,,,,,,,,,,,15,phpmyadmin,1,phpmyadmin,1,a,phpMyAdmin,phpMyAdmin,phpMyAdmin Remote Code Execution Vulnerability,2022-03-25,Setup script used to generate configuration can be fooled using a crafted POST request to include arbitrary PHP code in generated configuration file.,Apply updates per vendor instructions.,2022-04-15,,High,9.399999619
CVE-2009-1862,"Unspecified vulnerability in Adobe Reader and Acrobat 9.x through 9.1.2, and Adobe Flash Player 9.x through 9.0.159.0 and 10.x through 10.0.22.87, allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via (1) a crafted Flash application in a .pdf file or (2) a crafted .swf file, related to authplay.dll, as exploited in the wild in July 2009.",CWE-94,2009-07-23T20:30Z,2009-09-16T05:31Z,AV:N/AC:M/Au:N/C:C/I:C/A:C,NETWORK,MEDIUM,NONE,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,8.6,10.0,False,False,False,True,,,,,,,,,,,,,,20,acrobat_reader;flash_player;acrobat,3,adobe,1,a,Adobe,"Acrobat and Reader, Flash Player","Adobe Acrobat and Reader, Flash Player Unspecified Vulnerability",2022-06-08,Adobe Acrobat and Reader and Adobe Flash Player allows remote attackers to execute code or cause denial-of-service.,"For Adobe Acrobat and Reader, apply updates per vendor instructions. For Adobe Flash Player, the impacted product is end-of-life and should be disconnected if still in use.",2022-06-22,,High,9.199999809
CVE-2009-2055,"Cisco IOS XR 3.4.0 through 3.8.1 allows remote attackers to cause a denial of service (session reset) via a BGP UPDATE message with an invalid attribute, as demonstrated in the wild on 17 August 2009.",CWE-20,2009-08-19T17:30Z,2009-08-21T04:00Z,AV:N/AC:M/Au:N/C:N/I:N/A:P,NETWORK,MEDIUM,NONE,NONE,NONE,PARTIAL,4.3,MEDIUM,8.6,2.9,False,False,False,False,,,,,,,,,,,,,,3,ios_xr,1,cisco,1,o,Cisco,IOS XR,Cisco IOS XR Border Gateway Protocol (BGP) Denial-of-Service Vulnerability,2022-03-25,"Cisco IOS XR,when BGP is the configured routing feature, allows remote attackers to cause a denial-of-service.",Apply updates per vendor instructions.,2022-04-15,,Functional,4.0
CVE-2009-3129,"Microsoft Office Excel 2002 SP3, 2003 SP3, and 2007 SP1 and SP2; Office 2004 and 2008 for Mac; Open XML File Format Converter for Mac; Office Excel Viewer 2003 SP3; Office Excel Viewer SP1 and SP2; and Office Compatibility Pack for Word, Excel, and PowerPoint 2007 File Formats SP1 and SP2 allows remote attackers to execute arbitrary code via a spreadsheet with a FEATHEADER record containing an invalid cbHdrData size element that affects a pointer offset, aka ""Excel Featheader Record Memory Corruption Vulnerability.""",CWE-94,2009-11-11T19:30Z,2018-10-12T21:52Z,AV:N/AC:M/Au:N/C:C/I:C/A:C,NETWORK,MEDIUM,NONE,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,8.6,10.0,False,False,False,True,,,,,,,,,,,,,,10,excel_viewer;office;excel;compatibility_pack_word_excel_powerpoint;open_xml_file_format_converter,5,microsoft,1,a,Microsoft,Excel,Microsoft Excel Featheader Record Memory Corruption Vulnerability,2022-03-03,Microsoft Office Excel allows remote attackers to execute arbitrary code via a spreadsheet with a FEATHEADER record containing an invalid cbHdrData size element that affects a pointer offset.,Apply updates per vendor instructions.,2022-03-24,,High,9.699999809
CVE-2009-3953,"The U3D implementation in Adobe Reader and Acrobat 9.x before 9.3, 8.x before 8.2 on Windows and Mac OS X, and 7.x before 7.1.4 allows remote attackers to execute arbitrary code via malformed U3D data in a PDF document, related to a CLODProgressiveMeshDeclaration ""array boundary issue,"" a different vulnerability than CVE-2009-2994.",CWE-119,2010-01-13T19:30Z,2018-10-30T16:25Z,AV:N/AC:L/Au:N/C:C/I:C/A:C,NETWORK,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,10.0,HIGH,10.0,10.0,False,False,False,False,,,,,,,,,,,,,,14,acrobat_reader;acrobat,2,adobe,1,a,Adobe,Acrobat and Reader,Adobe Acrobat and Reader Universal 3D Remote Code Execution Vulnerability,2022-06-08,Adobe Acrobat and Reader contains an array boundary issue in Universal 3D (U3D) support that could lead to remote code execution.,Apply updates per vendor instructions.,2022-06-22,,Functional,7.400000095
CVE-2009-3960,"Unspecified vulnerability in BlazeDS 3.2 and earlier, as used in LiveCycle 8.0.1, 8.2.1, and 9.0, LiveCycle Data Services 2.5.1, 2.6.1, and 3.0, Flex Data Services 2.0.1, and ColdFusion 7.0.2, 8.0, 8.0.1, and 9.0, allows remote attackers to obtain sensitive information via vectors that are associated with a request, and related to injected tags and external entity references in XML documents.",NVD-CWE-noinfo,2010-02-15T18:30Z,2017-08-16T01:29Z,AV:N/AC:M/Au:N/C:P/I:N/A:N,NETWORK,MEDIUM,NONE,PARTIAL,NONE,NONE,4.3,MEDIUM,8.6,2.9,False,False,False,True,,,,,,,,,,,,,,6,blazeds;lifecycle;lifecycle_data_services;flex_data_services;coldfusion,5,adobe,1,a,Adobe,BlazeDS,Adobe BlazeDS Information Disclosure Vulnerability,2022-03-07,"Adobe BlazeDS, which is utilized in LifeCycle and Coldfusion, contains a vulnerability which allows for information disclosure.",Apply updates per vendor instructions.,2022-09-07,,Functional,5.199999809
CVE-2009-4324,"Use-after-free vulnerability in the Doc.media.newPlayer method in Multimedia.api in Adobe Reader and Acrobat 9.x before 9.3, and 8.x before 8.2 on Windows and Mac OS X, allows remote attackers to execute arbitrary code via a crafted PDF file using ZLib compressed streams, as exploited in the wild in December 2009.",CWE-399,2009-12-15T02:30Z,2018-10-30T16:25Z,AV:N/AC:M/Au:N/C:C/I:C/A:C,NETWORK,MEDIUM,NONE,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,8.6,10.0,False,False,False,True,,,,,,,,,,,,,,21,acrobat_reader;acrobat,2,adobe,1,a,Adobe,Acrobat and Reader,Adobe Acrobat and Reader Use-After-Free Vulnerability,2022-06-08,Use-after-free vulnerability in Adobe Acrobat and Reader allows remote attackers to execute code via a crafted PDF file.,Apply updates per vendor instructions.,2022-06-22,,High,9.5
CVE-2010-0188,Unspecified vulnerability in Adobe Reader and Acrobat 8.x before 8.2.1 and 9.x before 9.3.1 allows attackers to cause a denial of service (application crash) or possibly execute arbitrary code via unknown vectors.,CWE-94,2010-02-22T13:00Z,2017-09-19T01:30Z,AV:N/AC:M/Au:N/C:C/I:C/A:C,NETWORK,MEDIUM,NONE,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,8.6,10.0,False,False,False,True,,,,,,,,,,,,,,10,acrobat_reader,1,adobe,1,a,Adobe,Reader and Acrobat,Adobe Reader and Acrobat Arbitrary Code Execution Vulnerability,2022-03-03,Unspecified vulnerability in Adobe Reader and Acrobat allows attackers to cause a denial of service or possibly execute arbitrary code.,Apply updates per vendor instructions.,2022-03-24,,High,9.699999809
CVE-2010-0232,"The kernel in Microsoft Windows NT 3.1 through Windows 7, including Windows 2000 SP4, Windows XP SP2 and SP3, Windows Server 2003 SP2, Windows Vista Gold, SP1, and SP2, and Windows Server 2008 Gold and SP2, when access to 16-bit applications is enabled on a 32-bit x86 platform, does not properly validate certain BIOS calls, which allows local users to gain privileges by crafting a VDM_TIB data structure in the Thread Environment Block (TEB), and then calling the NtVdmControl function to start the Windows Virtual DOS Machine (aka NTVDM) subsystem, leading to improperly handled exceptions involving the #GP trap handler (nt!KiTrap0D), aka ""Windows Kernel Exception Handler Vulnerability.""",CWE-264,2010-01-21T19:30Z,2019-02-26T14:04Z,AV:L/AC:L/Au:N/C:C/I:C/A:C,LOCAL,LOW,NONE,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,3.9,10.0,False,False,False,False,,,,,,,,,,,,,,14,windows_vista;windows_nt;windows_2000;windows_xp;windows_server_2003;windows_7;windows_server_2008,7,microsoft,1,o,Microsoft,Windows,Microsoft Windows Kernel Exception Handler Vulnerability,2022-03-03,"The kernel in Microsoft Windows, when access to 16-bit applications is enabled on a 32-bit x86 platform, does not properly validate certain BIOS calls, which allows local users to gain privileges.",Apply updates per vendor instructions.,2022-03-24,,High,9.600000381
CVE-2010-0738,"The JMX-Console web application in JBossAs in Red Hat JBoss Enterprise Application Platform (aka JBoss EAP or JBEAP) 4.2 before 4.2.0.CP09 and 4.3 before 4.3.0.CP08 performs access control only for the GET and POST methods, which allows remote attackers to send requests to this application's GET handler by using a different method.",CWE-264,2010-04-28T22:30Z,2023-02-13T04:16Z,AV:N/AC:L/Au:N/C:P/I:N/A:N,NETWORK,LOW,NONE,PARTIAL,NONE,NONE,5.0,MEDIUM,10.0,2.9,False,False,False,False,,,,,,,,,,,,,,13,jboss_enterprise_application_platform,1,redhat,1,a,Red Hat,JBoss,Red Hat JBoss Authentication Bypass Vulnerability,2022-05-25,"The JMX-Console web application in JBossAs in Red Hat JBoss Enterprise Application Platform performs access control only for the GET and POST methods, which allows remote attackers to send requests to this application's GET handler by using a different method.",Apply updates per vendor instructions.,2022-06-15,,High,6.900000095
CVE-2010-0840,"Unspecified vulnerability in the Java Runtime Environment component in Oracle Java SE and Java for Business 6 Update 18, 5.0 Update 23, and 1.4.2_25 allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors.  NOTE: the previous information was obtained from the March 2010 CPU.  Oracle has not commented on claims from a reliable researcher that this is related to improper checks when executing privileged methods in the Java Runtime Environment (JRE), which allows attackers to execute arbitrary code via (1) an untrusted object that extends the trusted class but has not modified a certain method, or (2) ""a similar trust issue with interfaces,"" aka ""Trusted Methods Chaining Remote Code Execution Vulnerability.""",NVD-CWE-noinfo,2010-04-01T16:30Z,2018-10-30T16:26Z,AV:N/AC:L/Au:N/C:P/I:P/A:P,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10.0,6.4,False,False,False,False,,,,,,,,,,,,,,40,jre;jdk;sdk,3,sun,1,a,Oracle,Java Runtime Environment (JRE),Oracle JRE Unspecified Vulnerability,2022-05-25,"Unspecified vulnerability in the Java Runtime Environment (JRE) in Java SE component allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors.",Apply updates per vendor instructions.,2022-06-15,,High,9.300000191
CVE-2010-1297,"Adobe Flash Player before 9.0.277.0 and 10.x before 10.1.53.64; Adobe AIR before 2.0.2.12610; and Adobe Reader and Acrobat 9.x before 9.3.3, and 8.x before 8.2.3 on Windows and Mac OS X, allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via crafted SWF content, related to authplay.dll and the ActionScript Virtual Machine 2 (AVM2) newfunction instruction, as exploited in the wild in June 2010.",NVD-CWE-noinfo,2010-06-08T18:30Z,2017-09-19T01:30Z,AV:N/AC:M/Au:N/C:C/I:C/A:C,NETWORK,MEDIUM,NONE,COMPLETE,COMPLETE,COMPLETE,9.3,HIGH,8.6,10.0,False,False,False,True,,,,,,,,,,,,,,43,acrobat_reader;flash_player;acrobat,3,adobe,1,a,Adobe,Flash Player,Adobe Flash Player Memory Corruption Vulnerability,2022-06-08,Adobe Flash Player contains a memory corruption vulnerability that allows remote attackers to execute code or cause denial-of-service.,The impacted product is end-of-life and should be disconnected if still in use.,2022-06-22,,High,9.600000381
CVE-2010-1428,"The Web Console (aka web-console) in JBossAs in Red Hat JBoss Enterprise Application Platform (aka JBoss EAP or JBEAP) 4.2 before 4.2.0.CP09 and 4.3 before 4.3.0.CP08 performs access control only for the GET and POST methods, which allows remote attackers to obtain sensitive information via an unspecified request that uses a different method.",CWE-264,2010-04-28T22:30Z,2017-08-17T01:32Z,AV:N/AC:L/Au:N/C:P/I:N/A:N,NETWORK,LOW,NONE,PARTIAL,NONE,NONE,5.0,MEDIUM,10.0,2.9,False,False,False,False,,,,,,,,,,,,,,11,jboss_enterprise_application_platform,1,redhat,1,a,Red Hat,JBoss,Red Hat JBoss Information Disclosure Vulnerability,2022-05-25,"Unauthenticated access to the JBoss Application Server Web Console (/web-console) is blocked by default. However, it was found that this block was incomplete, and only blocked GET and POST HTTP verbs. A remote attacker could use this flaw to gain access to sensitive information.",Apply updates per vendor instructions.,2022-06-15,,Functional,4.199999809
